Word
à vontade
a gosto
à larga
largamente
desafogadamente
à farta
folgadamente
à saciedade
regaladamente
à regalona
apesar
malgrado
não obstante
sem embargo
ainda que
conquanto
embora
posto que
bem que
por mais que
falda
base
orla
sopé
vertente
encosta
flanco
ilharga
lado
ladeira
declive
aclive
rampa
abrigar
resguardar
agasalhar
cobrir
tapar
atabafar
encobrir
ocultar
esconder
receptar
acoitar
sonegar
reter
subtrair
acobertar
sufocar
conter
reprimir
sofrear
refrear
vencer
domar
suplantar
superar
submeter
subjugar
jugular
sujeitar
debelar
dominar
sobrepujar
sobrelevar
charco
pântano
lamaçal
brejo
atascadeiro
atoleiro
paul
banhado
tremedal
pantanal
lodaçal
lodeiro
enxurdeiro
lagoeiro
lameiro
lameirão
lameiral
lenteiro
chafurda
chafurdeiro
abater
rebaixar
aviltar
degradar
humilhar
envergonhar
deprimir
desonrar
depreciar
envilecer
desdoirar
deslustrar
macular
manchar
desacreditar
desabonar
infamar
difamar
baixar
arriar
descer
afoitar-se
atrever-se
atirar-se
arrojar-se
arriscar-se
aventurar-se
ousar
animar-se
demover
dissuadir
partir
fugir
azular
esgueirar-se
desaparecer
sumir-se
ausentar-se
retirar-se
sair
seguir
assinalado
distinto
notável
ilustre
nobre
digno
famoso
afamado
famigerado
célebre
insigne
preclaro
conspícuo
eminente
egrégio
exímio
consumado
ínclito
grande
tremor de terra
terremoto
trepidação
comoção
convulsão
estremecimento
agitação
investir
atracar
aferrar
abordar
acometer
agredir
assaltar
arremeter
atacar
desprezar
desproteger
desamparar
desdenhar
dessocorrer
desvaler
desarrimar
desapoiar
desajudar
desfavorecer
desafetação
naturalidade
negligência
simpleza
descuido
ingenuidade
singeleza
lhaneza
desalinho
indolência
desídia
incúria
inércia
inação
desleixo
desmazelo
languidez
desapercebimento
abstração
distração
acídia
preguiça
ócio
segnícia
moleza
fantasma
espetro
larva
visão
duende
trasgo
manes
lêmures
avejão
aparição
sombra
baratear
embaratecer
malbaratar
depreciar
menoscabar
menosprezar
desapreciar
desestimar
desencarecer
abranger
compreender
açambarcar
monopolizar
atravessar
obstinado
opiniático
cabeçudo
teimoso
tenaz
pertinaz
insistente
contumaz
caprichoso
encaprichado
afincado
constante
relutante
porfiado
persistente
perseverante
aferrado
firme
emperrado
birrento
embirrante
adjacências
contiguidades
cercanias
contornos
circunvizinhanças
imediações
proximidades
confins
bairros
distritos
comarcas
subúrbios
arrabaldes
arredores
redondeza
rico
ricaço
opulento
endinheirado
apatacado
remediado
argentário
banqueiro
capitalista
milionário
abastecer
fornir
fornecer
munir
municiar
municionar
ministrar
subministrar
prover
aprovisionar
degenerar
desfigurar
deformar
desfear
afear
deturpar
desnaturar
corromper
deteriorar
estragar
perverter
viciar
adulterar
desvirtuar
depravar
cair
desmoronar
aluir
desabar
despenhar-se
precipitar-se
ruir
tombar
deitarabaixo
derribar
demolir
destruir
arrasar
desfazer
desmanchar
derruir
arruinar
estragar
desmantelar
derrocar
aniquilar
descontar
minuir
deminuir
deduzir
subtrair
depressão
languidez
desfalecimento
desmaio
esmorecimento
esvaecimento
esvaimento
acabrunhamento
acobardamento
definhamento
renunciar
demitir-se
exonerar-se
desobrigar-se
rejeitar
recusar
resignar
desistir
largar
abandonar
ceder
ventre
entranha
barriga
pança
pandulho
bojo
aproximar-se
apropinquar-se
chegar-se
achegar-se
conchegar-se
aconchegar-se
acostar-se
encostar-se
abordar
rentear
acercar-se
avizinhar-se
entremetido
metediço
intrometido
introduzido
oferecido
intruso
ingerido
intrujão
taralhão
bendizer
benzer
louvar
bendito
abençoado
bento
benção
benzimento
absurdo
desrazão
contrassenso
destampatório
despropósito
extravagância
destempero
desatino
disparate
desconcerto
desvairo
despautério
desconchavo
erro
error
falta
claudicação
engano
descuido
equívoco
lapso
desacerto
desvio
descaminho
descaída
queda
deslize
patada
cinca
amplo
largo
espaçoso
vasto
extenso
desenvolvido
dilatado
explanado
lato
estirado
greta
racha
resquício
fresta
fenda
fisga
rotura
buraco
orifício
aberta
furo
rombo
frincha
interstício
vão
irritar-se
zangar-se
enfrenisar-se
enfurecer-se
irar-se
enraivecer-se
raivecer-se
enraivar-se
raivar
encolerizar-se
esquentar-se
exaltar-se
assanhar-se
exasperar-se
embravecer
embravecer-se
embravear
indignar-se
apaixonar-se
impacientar-se
enfadar-se
melindrar-se
aborrecer-se
excitar-se
incitar-se
estimular-se
exacerbar-se
enquizilar-se
quizilar-se
agravar-se
agastar-se
molestar-se
anojar-se
arrenegar-se
desgostar-se
magoar-se
aparvalhado
abobado
abobalhado
apalermado
apatetado
atoleimado
apapalvado
alorpado
acamelado
apataratado
apalhaçado
abasbacado
ajogralado
aburrado
apalonçado
abasbanado
amatutado
acaipirado
aparvoado
embotado
enfatuado
aboçalado
amatungado
pasmado
besta
burro
burrego
aburregado
parvo
bobo
palerma
pateta
tolo
estólido
papalvo
lorpa
camelo
palúrdio
patarata
lerdo
lerdaço
palhaço
basbaque
palonço
jogral
pascácio
pacóvio
papa-moscas
boca-aberta
tabaréu
caipira
basbana
matuto
bolônio
mentecapto
sandeu
doidivanas
beócio
estupidarrão
toleirão
parvoeirão
parvajola
truão
bufão
chocarreiro
maninelo
parvoinho
simples
simplório
bestiaga
bobório
camelório
boto
pato
patau
patocho
patego
pataroco
fátuo
estulto
tapado
obtuso
bronco
rombo
rude
boçal
estúpido
néscio
idiota
imbecil
alvar
ingênuo
ignaro
ignorante
ignorantão
quadrúpede
asno
asneirão
asinino
maturrão
jumento
charro
varar
fundear
ancorar
aportar
arribar
surgir
abordar
chegar
atracar
precipício
sorvedouro
tragadoiro
voragem
báratro
pego
rodomoinho
despenhadeiro
detestável
desprezível
ignóbil
indigno
baixo
vil
repelente
abominável
abominando
abominoso
repugnante
execrando
execrável
aborrecível
aborrível
odioso
renegar
trair
renunciar
apostatar
desprofessar
abrenunciar
converter-se
amputação
purificar
lavar
apurar
limpar
mundificar
mundar
expurgar
purgar
acrisolar
acendrar
desmacular
desinteresse
desapego
desambição
desamor
desprendimento
altruísmo
extinguir
ab-rogar
derrogar
antiquar
suprimir
cassar
anular
revogar
invalidar
proscrever
infirmar
abonação
caução
penhor
hipoteca
fiança
garantia
sinal
arras
segurança
malograr-se
frustrar-se
gorar
falhar
fracassar
autóctone
indígena
originário
natural
nativo
íncola
angra
golfo
enseada
recôncavo
lagamar
calheta
baía
esteiro
abrigada
abrigo
moderar
suavizar
enternecer
adoçar
serenar
abonançar
apaziguar
acalmar
mitigar
amenizar
atenuar
temperar
adormentar
adormecer
abrasante
ardente
caloroso
cálido
quente
cáustico
queimante
queimoso
candente
comburente
carbonizante
arder
queimar-se
inflamar-se
incendiar-se
conflagrar-se
incinerar-se
encurtar
reduzir
restringir
diminuir
refúgio
asilo
amparo
esconderijo
coito
guarida
homizio
valhacoito
resguardo
acolhida
acolhimento
desunir
separar
desligar
soltar
desprender
desatar
desmembrar
afastar
apartar
distanciar
divorciar
soabrir
entreabrir
descerrar
escancarar
cachopos
escolhos
farelhões
recifes
baixos
baixios
alfaques
parcéis
restingas
sirtes
banco
alcantilado
íngreme
empinado
escarpado
aprumado
ladeirento
abscôndito
escondido
oculto
recôndito
retruso
secreto
clandestino
encoberto
despotismo
autocracia
tirania
ditadura
caudilhismo
militarismo
decisivo
definitivo
categórico
imperioso
imperativo
arrogante
irredutível
incondicional
inapelável
terminante
peremptório
cabal
perdoar
remitir
anistiar
indultar
agraciar
desculpar
escusar
tolerar
descriminar
pensativo
enlevado
extasiado
admirado
assombrado
maravilhado
abismado
distraído
abstraído
abstrato
abstração
distração
embebido
arroubado
arrebatado
contemplativo
meditativo
meditabundo
impressionado
apreensivo
preocupado
estático
extático
estatelado
sorver
sugar
chupar
chuchar
tragar
consumir
consumar
devorar
beber
aspirar
deglutir
engolir
comer
privar-se
abstinência
privação
terso
polido
brilhante
alvo
cândido
branco
limpo
límpido
lustroso
fúlgido
fulgente
refulgente
brunido
luzido
luzidio
luzente
reluzente
lúcido
nítido
nitente
abstêmio
frugal
sóbrio
abstido
continente
temperante
temperado
moderado
parco
comedido
abstruso
fartura
riqueza
opulência
patranha
peta
crendice
superstição
prejuízo
preconceito
prevenção
preocupação
fanatismo
desfigurado
macerado
abatido
consumido
gasto
velho
idoso
envelhecido
avelhentado
quebrado
alquebrado
quebrantado
aniquilado
curvado
acurvado
combalido
definhado
enfraquecido
debilitado
extenuado
esgotado
exaurido
exausto
cansado
fatigado
acabrunhado
arruinado
ralado
mortificado
exinanido
inanido
prostrado
amofinado
descomposto
desfeito
alterado
mudado
demudado
perfeito
completo
magistral
cabal
pleno
concluir
cessar
descontinuar
interromper
suspender
finalizar
findar
ultimar
terminar
rematar
fechar
intermitir
parar
perecer
falecer
morrer
fenecer
finar-se
extinguir-se
expirar
amofinar
afligir
oprimir
humilhar
entristecer
contristar
vexar
magoar
desgostar
molestar
aborrecer
apoquentar
importunar
mortificar
angustiar
atormentar
agoniar
amargurar
consternar
inquietar
incomodar
escola
instituto
universidade
colégio
ginásio
liceu
amimar
consolar
agradar
afagar
ameigar
acariciar
acarinhar
acaridar
arraial
bivaque
tímido
vergonhoso
modesto
apoucado
pudico
pudibundo
pundonoroso
timidez
vergonha
modéstia
apoucamento
pudor
pudicícia
pundonor
fortuna
sorte
fado
fadário
sina
destino
estrela
ventura
dita
fatalidade
por acaso
porventura
respeitar
venerar
reverenciar
deferir
respeito
veneração
reverência
deferência
prevenir
precaver
precatar
avisar
prever
cauto
cauteloso
prevenido
precavido
precatado
avisado
prudente
previdente
prevenção
sobreaviso
precaução
aviso
prudência
previdência
aquiescer
consentir
aderir
condescender
concordar
anuir
conformar-se
assentir
receber
tomar
apressar
apressurar
ativar
aligeirar
precipitar
pronúncia
tom
timbre
toada
som
sonido
soído
