Word
diapasão
significação
sentido
azedo
ácido
acre
acérrimo
agro
acrimonioso
travoso
travento
áspero
amargo
amargoso
NA
acerca de. a respeito de
atinar
adivinhar
monte
montão
pilha
ruma
rima
cúmulo
secundário
contingente
subsecivo
sobressalente
invento
invenção
descoberta
descobrimento
moléstia
enfermidade
doença
incômodo
indisposição
mal
encontrar
deparar
descobrir
inventar
fortuito
imprevisto
inesperado
inopinado
eventual
contingente
casual
ocasional
aleatório
incerto
desastre
desgraça
catástrofe
revés
calamidade
vitoriar
aplaudir
proclamar
glorificar
esclarecer
elucidar
ilustrar
alumiar
iluminar
explicar
explanar
intimidar
amedrontar
atemorizar
assustar
aterrar
aterrorizar
espavorir
apavorar
quebrantar
asilar
esconder
ocultar
abrigar
homiziar
asilar-se
esconder-se
ocultar-se
refugiar-se
abrigar-se
homiziar-se
adequar
adaptar
ajustar
apropriar
seguir
escoltar
comboiar
sugerir
insinuar
guiar
inspirar
persuadir
suceder
ocorrer
dar-se
passar-se
concordar
convir
convencionar
combinar
concertar
ajustar
assentar
tratar
contratar
pactuar
concordata
convênio
convenção
combinação
ajuste
concerto
assento
tratado
contrato
pacto
despertar
alentar
animar
induzir
incitar
encorrentar
encadear
agrilhoar
encorrear
acorrear
amarrar
prender
acudir
afluir
perseguir
afazer-se
adaptar-se
acomodar-se
ajustar-se
aclimar-se
aclimatar-se
identificar-se
afeiçoar-se
amoldar-se
modelar-se
crer
aumentar
acrescer
adicionar
quebradiço
frágil
socorrer
auxiliar
amparar
proteger
defender
ajudar
salvar
valer
criminar
incriminar
culpar
inculpar
arguir
denunciar
delatar
malsinar
denunciante
delator
malsim
escudo
broquel
rodela
pavês
égide
sectário
sectarista
iniciado
partidário
partidista
assecla
sequaz
aderente
faccionário
faccioso
parcial
enfeitar
adornar
ornar
ornamentar
ataviar
embelezar
embelecer
aformosear
engalanar
alindar
decorar
aprimorar
enfeite
ornato
atavio
adereço
ornamento
decoração
gala
primor
exercitar
instruir
ensinar
desembaraçar
antecipar
progredir
prosperar
avantajar-se
florescer
medrar
vingar
transferir
diferir
dilatar
demorar
retardar
protelar
remanchar
aprazar
procrastinar
espaçar
estirar
prorrogar
contemporizar
ampliar
alongar
delongar
prolongar
agoirar
profetizar
vaticinar
prognosticar
pressagiar
predizer
agoiro
profecia
vaticínio
prognóstico
presságio
predição
bruxo
feiticeiro
mandingueiro
mágico
astrólogo
quiromante
necromante
haríolo
profeta
vate
soma
total
contíguo
vizinho
próximo
junto
confim
confinante
fronteiro
limítrofe
imediato
unido
pegado
chegado
epíteto
adido
conjurar
esconjurar
exorcizar
apreciar
contemplar
considerar
examinar
ver
olhar
encarar
fitar
observar
pasmo
espanto
assombro
susto
maravilha
arrebatamento
transporte
arroubo
êxtase
entusiasmo
enlevo
surpresa
pasmado
espantado
assombrado
assustado
maravilhado
arrebatado
transportado
arroubado
extasiado
extático
entusiasmado
entusiasta
surpreendido
surpreso
enlevado
admirando
espantoso
maravilhoso
assombroso
curioso
singular
extraordinário
raro
surpreendente
estupendo
estupefaciente
estupefativo
estranho
excelente
arrebatador
magnífico
soberbo
grandioso
esplêndido
pasmoso
permitir
consentir
tolerar
receber
advertir
repreender
censurar
arguir
avisar
aconselhar
verberar
estigmatizar
enfermar
juventude
mocidade
puberdade
mancebia
jovem
moço
púbere
mancebo
honrar
venerar
reverenciar
acatar
respeitar
reverência
veneração
acatamento
respeito
honra
homenagem
venerável
venerando
acatável
respeitável
alfândega
alfandegário
temperar
condimentar
tempero
condimento
lisonjear
louvaminhar
bajular
engrossar
lisonjeiro
lisonjeador
louvaminheiro
bajulador
engrossador
contrafazer
falsificar
imitar
aunar
coadunar
unir
reunir
unificar
ligar
aliar
coligar
incorporar
agregar
congregar
ajuntar
agrupar
curvo
recurvado
arcado
arqueado
alegar
ádvena
alienígena
forasteiro
estrangeiro
sorte adversa
adversa fortuna
desgraça
desdita
infelicidade
infortúnio
desfortuna
desventura
caiporismo
calamidade
oposto
contrário
desfavorável
desditoso
infeliz
infortunado
desfortunado
desafortunado
mal-afortunado
desventurado
desaventurado
mal-aventurado
caipora
rival
êmulo
antagonista
inimigo
competidor
concorrente
advocatura
legista
letrado
jurisconsulto
jurista
causídico
rábula
defensor
patrono
patrocinador
padroeiro
protetor
intercessor
mediador
medianeiro
intermediário
interventor
brocardo
provérbio
anexim
rifão
dito
ditado
preceito
princípio
axioma
paremia
sentença
máxima
aforismo
apotegma
prolóquio
conceito
pensamento
agrado
amabilidade
civilidade
urbanidade
polidez
cortesia
cortesania
delicadeza
benignidade
benevolência
carinho
afeição
complacência
bondade
fineza
ternura
meiguice
indulgência
agradável
amável
civil
urbano
polido
cortês
cortesão
delicado
benigno
benévolo
benevolente
carinhoso
afetuoso
complacente
bom
fino
bondoso
obsequioso
terno
meigo
indulgente
amistoso
afonia
mudez
afônico
mudo
retirar
arredar
desviar
deslocar
descaminhar
desencaminhar
apartar
separar
apego
fechar
trancar
fecho
tranca
ferver
cozer
aquentar
aquecer
requentar
fingimento
disfarce
simulação
dissimulação
contrafação
aparência
fantasia
fingir
fazer de
representar de
disfarçar
simular
dissimular
contrafazer
aparentar
fantasiar
fingido
disfarçado
simulado
dissimulado
contrafeito
aparente
fantasiado
afetuoso
amizade
ternura
apego
dedicação
paixões 
apaixonado
amolado
aguçado
agudo
cortante
talhante
incisivo
aderência
coerência
inerência
adesão
coesão
atração
gravidade
gravitação
agnação
cognação
consanguinidade
ágnato
cognato
relação
analogia
conexão
parentesco
semelhança
similaridade
dizer
confirmar
ratificar
corroborar
comprovar
demonstrar
assegurar
asseverar
garantir
atestar
certificar
colar
pregar
segurar
grudar
fixar
aplicar
apor
sobrepor
pegar
chumbar
soldar
ligar
atar
prender
pesar
desgosto
mágoa
tristeza
pesadume
pesadumbre
espanhol
pesadelo
inquietação
agonia
consternação
opressão
angústia
amargura
ansiedade
transe
tormento
suplício
tortura
dor
sofrimento
padecimento
pena
tribulação
trabalhos
incômodos
pesaroso
desgostoso
magoado
triste
inquieto
agoniado
consternado
angustiado
amargurado
ansioso
ansiado
supliciado
atormentado
torturado
doloroso
dorido
dolorido
penalizado
atribulado
incomodado
concurso
concorrência
multidão
turba
ajuntamento
reunião
assembleia
aglomeração
agrupamento
turbamulta
tropel
desafrontado
temerário
confiado
arrojado
atrevido
inconsiderado
arriscado
imponderado
decidido
determinado
ousado
audaz
audacioso
destemido
intemente
impávido
corajoso
animoso
valoroso
valente
impertérrito
intrépido
heroico
resoluto
bravo
arrebatado
impetuoso
denodado
ardido
veemente
precipitado
violento
intrêmulo
imperturbável
impassível
temeridade
confiança
arrojo
atrevimento
inconsideração
decisão
resolução
determinação
ousadia
audácia
destemor
impavidez
coragem
ânimo
valor
valentia
intrepidez
heroísmo
heroicidade
bravura
arrebatamento
ímpeto
impetuosidade
denodo
ardimento
veemência
precipitação
violência
imperturbabilidade
impassibilidade
exceto
agravo
ofensa
injúria
ultraje
insulto
avania
vexame
zombaria
mofa
irrisão
chacota
sátira
apodo
gracejo
remoque
troça
chasco
escárnio
arrostar
encarar
azáfama
faina
lida
fadiga
afadigamento
aforçuramento
luta
trabalho
labor
lavor
laboração
labuta
labutação
lucubração
usurário
onzeneiro
onzenário
ventilar
aventar
discutir
debater
disputar
tratar
controverter
insurreição
revolta
rebelião
levantamento
motim
arruaça
sedição
revolução
pronunciamento
convulsão
comoção
choque
abalo
sublevação
conflagração
cataclismo
estertorar
grato
reconhecido
obrigado
penhorado
cativo
campestre
campesino
rústico
silvestre
selvático
selvagem
agronomia
agrônomo
cultivador
lavrador
colono
agrário
rural
rústico
banhar
molhar
irrigar
regar
alagar
inundar
esperar
perspicácia
penetração
sagacidade
finura
atilamento
tino
argúcia
astúcia
subtileza
perspicaz
penetrante
sagaz
fino
atilado
atinado
arguto
argucioso
astuto
astucioso
subtil
suster
suspender
sustentar
amparar
apoiar
escorar
especar
estear
preceptor
mestre
amo
instrutor
institutor
educador
professor
lente
catedrático
pedagogo
pedagogista
gracioso
engraçado
donairoso
elegante
gentil
formoso
belo
bonito
lindo
galante
taful
garboso
gazil
grácil
galhardo
bizarro
vistoso
esbelto
distinto
cavalheiro
cavalheiroso
cavalheiresco
fidalgo
loução
garrido
guapo
sensato
sisudo
assisado
sábio
prudente
judicioso
cordato
grave
sério
circunspeto
ponderado
discreto
avisado
fila
ostentação
jactância
vanglória
bazófia
desvanecimento
ufania
fanfarrice
fanfarronice
fanfarronada
fanfúrria
intimação
ostentar
jactar-se
vangloriar-se
bazofiar
blasonar
desvanecer-se
ufanar-se
fanfarrear
intimar
gabar-se
orgulhar-se
orgulhecer-se
ampliar
dilatar
gritaria
celeuma
berreiro
vozeria
clamor
bramido
algazarra
tumulto
turba
alvoroço
barulho
bulha
arruído
rumor
borborinho
sussurro
murmúrio
murmurinho
rebate
chamada
chamamento
apelo
clamor
reclamo
temor
medo
susto
terror
espanto
pânico
pavor
receio
assombro
assombramento
sobressalto
albergue
guarida
estalagem
pousada
hospedaria
hotel
pensão
alvacento
alvadio
esbranquiçado
desfalque
irregularidade
despenhadeiro
ribanceira
grota
itaimbé
precipício
escarpa
fraga
riba
ribança
chegar
atingir
tocar
conseguir
obter
lograr
gozar
impetrar
bando
multidão
enxame
turba
turma
grupo
magote
rancho
quadrilha
legião
malta
súcia
corja
matula
caterva
matilha
horda
troço
troça
chusma
alfombra
tapete
tapeçaria
lupanar
prostíbulo
bordel
sentina
apelido
nome
sobrenome
agnome
cognome
prenome
antonomásia
apodo
alcáçar
palácio
paço
castelo
citar
ledice
júbilo
exultação
regozijo
contentamento
jovialidade
alacridade
satisfação
ledo
jubiloso
exultante
contente
jovial
álacre
satisfeito
aleivosia
calúnia
traição
perfídia
deslealdade
infidelidade
falsidade
calunioso
caluniador
traiçoeiro
traidor
pérfido
desleal
infiel
falso
falsário
vigoroso
forte
robusto
valente
esforçado
reforçado
possante
pujante
potente
vigor
força
fortaleza
fortidão
robustez
valentia
esforço
reforço
possança
pujança
potência
cimitarra
espada
gládio
terçado
durindana
montante
chanfalho
sabre
enfim
finalmente
afinal
por fim
carrasco
verdugo
carnífice
sacrificador
executor
certos
de outrem
estranho
algures
lá
acolá
aí
além
liga
confederação
coalizão
união
casamento
consórcio
matrimônio
núpcias
bodas
noivado
base
fundamento
embasamento
peanha
pedestal
engodar
seduzir
subornar
peitar
corromper
vender
trocar
permutar
traficar
cambiar
escambiar
nutrir
sustentar
manter
monda
poda
relacionar
arrolar
catalogar
inventariar
alforje
carcás
mochila
bolsa
estojo
mala
saco
cesta
bruaca
picoá
peçuelo
guaiaca
alcofa
açafate
seira
seirão
balaio
cabaz
jacá
espírito
ânimo
eu
coração
calendário
folhinha
repertório
anuário
guia
indicador
vademeco
roteiro
manual
prontuário
aspirar
desejar
ambicionar
apetecer
cobiçar
pretender
nutriente
nutritivo
criador
proclamação
arenga
discurso
fala
prática
arrazoamento
oração
sermão
homilia
panegírico
prédica
preleção
conferência
elogio
alpendrada
telheiro
pórtico
adro
átrio
vestíbulo
altivez
sobranceria
orgulho
soberba
empáfia
impostura
fatuidade
mudar
variar
modificar
reformar
transformar
renovar
remodelar
reorganizar
reconstruir
reconstituir
refazer
retificar
corrigir
emendar
disjuntiva
dilema
altura
altura
louco
perdido
cego
demente
doido
desvairado
delirante
insano
insensato
aturdido
atordoado
estonteado
ofuscar
confundir
cegar
deslumbrar
fascinar
referir
indicar
expor
enunciar
mencionar
arrendar
alquilar
locar
sublocar
discípulo
educando
referente
relativo
concernente
respetivo
aurora
alvorada
madrugada
dilúculo
alvor
albor
crepúsculo
fito
fim
escopo
mira
objeto
intento
intenção
propósito
erguer
elevar
levantar
adiante
depois
após
afrouxar
enfraquecer
abater
abrandar
diminuir
sossegar
acalmar
serenar
suavizar
tranquilizar
atenuar
domar
domesticar
concubina
barregã
amásia
amiga
manceba
comborça
marlotar
amarfanhar
machucar
amachucar
amassar
enrugar
arrugar
franzir
frisar
riçar
eriçar
erriçar
ratinar
encrespar
embrulhar
crispar
arrepiar
encaracolar
encarapinhar
encarquilhar
cobiça
avareza
avidez
cupidez
ganância
gana
os dois
um e outro
errante
vagabundo
teatino
peregrino
nômade
perdido
vagante
passeante
vadio
tunante
airado
vaganau
anfibológico
impreciso
confuso
equívoco
duvidoso
dúbio
incerto
vário
anfibologia
confusão
equívoco
dúvida
incerteza
intimidar
amedrontar
atemorizar
assustar
agradável
aprazível
delicioso
deleitoso
deleitável
grato
abolar
amossar
amassar
deformar
embotar
esmagar
acumular
ajuntar
reunir
arrumar
emaçar
mostra
prova
sinal
indício
demonstração
amplitude
vastidão
grandeza
extensão
imensidade
imensidão
âmbito
eremita
solitário
cenobita
monge
asceta
religioso
fanático
frade
desordem
desgoverno
desconcerto
desregramento
discórdia
cizânia
caos
confusão
balbúrdia
excomungar
amaldiçoar
anátema
excomunhão
maldição
dissecção
autópsia
velho
caminhar
ir
marchar
seguir
passar
transitar
contágio
epidemia
endemia
peste
trapos
farrapos
molambos
desejo
aspiração
anseio
vontade
incorporar
incorporação
anexado
incorporado
dependente
unido
aliciar
recrutar
pirão
mingau
mexido
revirado
papa
escaldado
enoitecer
velho
idoso
secular
antigo
comentar
interpretar
explicar
explanar
apostilar
interpretação
explicação
explanação
observação
comentário
comento
apostila
glosa
ânsia
precedente
anterior
prévio
precedentes
predecessor
antepassados
ascendentes
pais
avós
antigos
maiores
avoengos
adiantadamente
prematuramente
muro
muralha
ódio
aversão
repugnância
quizila
asca
asco
zanga
rancor
gana
horror
obsoleto
desusado
arcaico
arqueólogo
caverna
furna
gruta
lapa
cova
buraco
toca
subterrâneo
austral
meridional
contraste
antífrase
antinomia
antilogia
contradição
contrariedade
oposição
nublar
escurecer
obscurecer
obcecar
ensombrar
carregar
toldar
fechar
entenebrecer
extrato
epítome
resumo
compêndio
sumário
argumento
súmula
suma
epílogo
resunta
anormal
excepcional
desordenado
irregular
disforme
deforme
monstruoso
excêntrico
anormalidade
excepcionalidade
irregularidade
disformidade
deformidade
monstruosidade
excentricidade
apresto
preparativo
aparelho
pompa
sumptuosidade
magnificência
grandeza
majestade
ostentação
esplendor
alardo
fausto
luxo
aparição
ar
ares
exterior
exterioridade
visos
mostra
aspeto
semblante
lapidar
agravo
recurso
só
somente
exclusivamente
estreito
defesa
justificação
elogio
panegírico
reformar
jubilar
apropriar-se
usurpar
invadir
conquistar
deificação– sobre estas duas
prender
arrestar
apreender
capturar
apanhar
segurar
deter
aparecer
comparecer
estima
consideração
conta
redil
curral
mangueira
profundar
disposição
inclinação
propensão
vocação
talento
capacidade
idoneidade
habilidade
jeito
gosto
suplemento
suposto
pretenso
fictício
fabuloso
falso
missionário
evangelizador
propagandista
anunciador
pregoeiro
precursor
núncio
mensageiro
emissário
enviado
cá
estratagema
logro
arteirice
astúcia
cilada
emboscada
armadilha
esquadra
esquadrilha
frota
suspensão de armas
tréguas
fragrância
perfume
cheiro
hálito
olor
odor
tirar
sacar
extrair
arrebatar
remorso
pesar
contrição
atrição
compunção
penitência
regueiro
regato
ribeiro
ribeira
rio
riacho
ribeirão
córrego
torrente
artifício
ciência
ofício
mister
profissão
operário
obreiro
proletário
trabalhador
oficial
mestre
profissional
pronunciar
dizer
proferir
falar
artificioso
factício
ficto
fictício
fingido
simulado
falso
artefacto
matar
trucidar
massacrar
degolar
assassínio
assassinato
matador
homicida
morte
matança
morticínio
homicídio
bastante
suficiente
firmar
subscrever
consonância
rima
consoante
rimado
matéria
objeto
cerco
sítio
bloqueio
frequente
astronomia
auto
assento
registro
termo
caixão
tumba
esquife
féretro
crime
delito
culpa
falta
pecado
transgressão
infração
violação
quebra
quebrantamento
tentativa
aplicação
reflexão
ponderação
meditação
contensão
apercepção
cogitação
cuidado
vigilância
solicitude
desvelo
dedicação
incrédulo
incréu
descrente
descrido
cético
ímpio
sacrílego
irreligioso
infiel
gentio
gentil
pagão
idólatra
heterodoxo
herege
herético
leigo
profano
postura
posição
gesto
diligente
experto
solerte
solícito
cuidadoso
desvelado
zeloso
pressuroso
apressurado
afanoso
afadigado
moirejante
ansioso
eficaz
enérgico
violento
forte
cômico
comediante
artista
imputar
predicado
propriedade
qualidade
presentemente
hoje
agora
presente
atual
operar
obrar
agir
influir
sofrer
suportar
aguentar
tolerar
padecer
atordoar
perturbar
conturbar
majestoso
imponente
soberano
solene
pontifical
grandioso
glorioso
magnífico
pomposo
esplêndido
ostentoso
crescer
avolumar-se
avultar
engrandecer
ampliar-se
amplificar-se
dilatar-se
inchar
engrossar
intumescer
empolar
empolamar
exagerar
encorpar
brisa
zéfiro
aragem
viração
favônio
esperançoso
prometedor
proteção
patrocínio
salvaguarda
severo
rigoroso
rígido
ríspido
duro
inflexível
inexorável
inabalável
inalterável
independência
soberania
escritor
publicista
poder
potestade
força
formal
solene
apreçar
apreciar
mesquinho
cainho
tacanho
agarrado
somítico
interesseiro
cobiçoso
estrago
perda
prejuízo
lesão
dano
pássaro
volátil
verificar
reconhecer
constatar
reverso
anverso
verso
inverso
enxergar
lobrigar
ver
distinguir
discernir
descobrir
devisar
bispar
aviventar
oportuno
próprio
conveniente
adequado
propício
funesto
nefasto
infausto
agoirento
vergastar
verdascar
chicotar
ato
fato
combate
batalha
peleja
pugna
lide
luta
prélio
duelo
desafio
rixa
briga
pendência
contenda
pleito
litígio
conflito
recontro
refrega
campanha
guerra
demanda
processo
questão
querela
fatos
feitos
façanhas
proezas
bailado
dança
folia
folgança
fandango
samba
jongo
projetil
balançar
embalançar
hesitar
vacilar
duvidar
gaguejar
tartamudear
trivial
vulgar
comum
ordinário
corriqueiro
familiar
falência
quebra
charanga
fanfarra
filarmônica
orquestra
música
estandarte
pavilhão
insígnia
vexilo
salteador
malfeitor
bandoleiro
celerado
facínora
exilar
desterrar
deportar
expatriar
proscrever
degredar
crueldade
crueza
ferocidade
fereza
desumanidade
solecismo
embarcação
navio
nau
fragata
caravela
galera
galé
iate
batel
batelão
alvarenga
lancha
barca
chata
catraia
bote
